DOM,date,time,yaw,pitch,roll,aX,aY,aZ,gX,gY,gZ,hX,hY,hZ,Temp,Humid
1,2/3/2021,14:51:00,196.985748291016,-34.5455932617188,179.932708740234,0,6.08836156779847E-41,-0.998876810073853,-1.01890329415965E-18,-5175.93115234375,-0.389840006828308,0.0893939435482025,-1.39180729423979E+20,0.112424239516258,41.78,13.32
1,2/3/2021,14:51:10,196.985748291016,-34.5455932617188,179.932708740234,0,6.08864182749133E-41,-0.997645854949951,-1.51819803185697E-16,-8391.2314453125,-0.632120549678802,0.0869696959853172,-1.33552091906882E+20,0.113030306994915,41.69,13.39
1,2/3/2021,14:51:20,196.985748291016,-34.5455932617188,179.932708740234,0,4.57762169340988E-41,-0.997467935085297,-1.76952395696365E-16,-8391.474609375,-0.632120549678802,0.0875757560133934,-1.35598863588312E+20,0.11212120950222,41.68,13.39
1,2/3/2021,14:51:30,196.985748291016,-34.5455932617188,179.932708740234,0,6.08864182749133E-41,-0.998993515968323,-2.61525674173114E-17,-11607.986328125,-0.874401092529297,0.0893939435482025,-1.3406377823017E+20,0.113636367022991,41.64,13.39
1,2/3/2021,14:51:40,196.985748291016,-34.5455932617188,179.932708740234,0,6.07673079054457E-41,-0.997481107711792,-1.01890329415965E-18,-5174.71923828125,-0.389840006828308,0.0896969735622406,-1.38157339185217E+20,0.11212120950222,41.59,13.42
1,2/3/2021,14:51:50,196.985748291016,-34.5455932617188,179.932708740234,0,6.08836156779847E-41,-0.997037827968597,7.43810071230543E-17,-8391.2314453125,-0.632120549678802,0.0869696959853172,-1.3406377823017E+20,0.11060605943203,41.62,13.42
1,2/3/2021,14:52:00,196.985748291016,-34.5455932617188,179.932708740234,0,6.08864182749133E-41,-0.997924625873566,2.41147583474502E-17,-5175.6884765625,-0.389840006828308,0.0872727259993553,-1.38157339185217E+20,0.111212119460106,41.61,13.39
1,2/3/2021,14:52:10,196.985748291016,-34.5455932617188,179.932708740234,1.95156391047391E-17,6.08864182749133E-41,44473,-2.61525674173114E-17,-8391.2314453125,-0.632120549678802,0.0909090936183929,-1.3457547334955E+20,0.113333337008953,0.0,650.96
1,2/3/2021,14:52:20,196.985748291016,-34.5455932617188,179.932708740234,2.09547579288483E-08,3.04432091374567E-41,47753589686272,-2.61525674173114E-17,-8390.9892578125,-0.632120549678802,0.0866666659712791,-1.38669034304598E+20,0.113939397037029,41.49,13.53
1,2/3/2021,14:52:30,196.985748291016,-34.5455932617188,179.932708740234,0,6.08864182749133E-41,-0.997915863990784,-2.61525674173114E-17,-8390.9892578125,-0.632120549678802,0.0869696959853172,-1.3252870166812E+20,0.114242427051067,41.48,13.53
1,2/3/2021,14:52:40,196.985748291016,-34.5455932617188,179.932708740234,0,6.08864182749133E-41,-0.9979248046875,-1.01890329415965E-18,-8391.2314453125,-0.632120549678802,0.0890909060835838,-1.38157339185217E+20,0.112727276980877,41.54,13.55
